39,0,0,39,40,78,1,0
39,39,0,0,40,78,1,0
0,0,39,39,40,78,1,0
0,39,39,0,40,78,1,0
38,0,0,39,40,77,1,0
0,39,39,1,40,77,1,0
1,0,39,39,40,77,1,0
0,39,38,0,40,77,1,0
39,39,0,1,40,77,1,0
0,1,39,39,40,77,1,0
39,0,1,39,40,77,1,0
38,39,0,0,40,77,1,0
0,0,38,39,40,77,1,0
39,0,0,38,40,77,1,0
39,39,1,0,40,77,1,0
1,39,39,0,40,77,1,0
39,1,0,39,40,77,1,0
0,38,39,0,40,77,1,0
0,0,39,38,40,77,1,0
39,38,0,0,40,77,1,0
39,0,0,37,40,76,1,0
39,39,1,1,39,76,1,0
38,0,0,38,39,76,1,0
39,1,1,39,39,76,1,0
37,39,0,0,40,76,1,0
39,39,2,0,40,76,1,0
0,39,37,0,40,76,1,0
38,1,0,39,39,76,1,0
0,39,39,2,40,76,1,0
1,39,39,1,39,76,1,0
0,38,38,0,39,76,1,0
39,38,0,1,40,76,1,0
39,38,1,0,39,76,1,0
0,0,37,39,40,76,1,0
0,1,39,38,40,76,1,0
1,1,39,39,39,76,1,0
38,39,1,0,40,76,1,0
1,38,39,0,39,76,1,0
38,0,1,39,40,76,1,0
0,39,38,1,39,76,1,0
39,37,0,0,40,76,1,0
0,0,39,37,40,76,1,0
0,37,39,0,40,76,1,0
38,38,0,0,39,76,1,0
39,0,1,38,39,76,1,0
0,2,39,39,40,76,1,0
0,38,39,1,40,76,1,0
0,0,38,38,39,76,1,0
2,39,39,0,40,76,1,0
38,39,0,1,39,76,1,0
7,4,36,39,36,64,1,0
3,2,33,32,31,60,1,0
39,37,18,1,37,57,1,0
33,39,17,6,34,49,1,0
14,29,37,3,27,49,1,0
10,33,28,4,30,47,1,0
8,11,38,27,31,46,1,0
12,38,17,0,39,43,1,0
37,17,0,23,38,43,1,0
15,28,36,7,22,42,1,0
2,21,39,16,38,42,1,0
32,36,35,1,36,38,1,0
1,7,18,27,21,37,1,0
14,6,10,39,34,37,1,0
21,33,18,0,34,36,1,0
34,10,24,35,26,35,1,0
26,39,12,18,22,35,1,0
25,2,12,23,22,34,1,0
16,14,4,34,21,32,1,0
20,38,28,14,25,32,1,0
7,18,32,23,26,30,1,0
21,10,28,33,24,30,1,0
16,23,37,31,22,29,1,0
37,20,12,23,26,28,1,0
28,13,17,30,18,28,1,0
5,26,20,39,16,28,1,0
14,23,33,31,20,27,1,0
34,5,33,31,27,27,1,0
24,19,33,1,19,27,1,0
15,16,38,19,24,26,1,0
29,13,9,8,21,25,1,0
35,35,13,34,23,23,1,0
29,23,27,3,21,22,1,0
33,11,32,32,22,22,1,0
1,17,6,33,17,21,1,0
3,7,16,15,14,21,1,0
20,26,8,18,13,20,1,0
8,4,22,7,15,17,1,0
30,20,14,21,17,17,1,0
12,9,5,18,10,16,1,0
17,5,20,17,13,15,1,0
22,18,27,27,10,14,1,0
24,23,33,28,10,14,1,0
34,27,26,22,9,13,1,0
24,26,16,22,9,12,1,0
11,20,9,10,11,12,1,0
14,16,9,9,8,12,1,0
9,10,0,8,10,11,1,0
2,21,3,29,9,9,1,0
32,15,33,9,7,7,1,0
18,12,7,1,39,54,1,3
7,1,18,12,39,54,1,3
7,1,17,12,39,53,1,3
7,1,18,11,38,53,1,3
18,12,6,1,38,53,1,3
7,12,7,1,37,53,1,3
7,1,7,12,37,53,1,3
18,11,7,1,38,53,1,3
6,1,18,12,38,53,1,3
17,12,7,1,39,53,1,3
7,1,16,12,39,52,1,3
18,12,5,1,38,52,1,3
7,1,8,12,37,52,1,3
7,12,6,1,36,52,1,3
16,12,7,1,39,52,1,3
8,12,7,1,37,52,1,3
6,1,7,12,36,52,1,3
17,11,7,1,38,52,1,3
7,11,7,1,36,52,1,3
6,2,18,12,38,52,1,3
18,12,6,2,38,52,1,3
17,12,6,1,38,52,1,3
7,1,7,11,36,52,1,3
6,1,17,12,38,52,1,3
6,1,18,11,37,52,1,3
18,10,7,1,37,52,1,3
7,1,18,10,37,52,1,3
7,1,17,11,38,52,1,3
18,11,6,1,37,52,1,3
5,1,18,12,38,52,1,3
18,12,5,2,37,51,1,3
7,1,8,11,36,51,1,3
6,1,7,11,35,51,1,3
7,1,15,12,39,51,1,3
6,1,8,12,36,51,1,3
8,12,6,1,36,51,1,3
17,12,6,2,38,51,1,3
15,12,7,1,39,51,1,3
8,11,7,1,36,51,1,3
6,1,16,12,38,51,1,3
17,11,6,1,37,51,1,3
17,10,7,1,37,51,1,3
4,1,18,12,38,51,1,3
18,12,4,1,38,51,1,3
7,1,7,10,35,51,1,3
7,1,16,11,38,51,1,3
6,1,17,11,37,51,1,3
16,12,6,1,38,51,1,3
5,1,17,12,38,51,1,3
6,1,18,10,36,51,1,3
18,9,7,1,36,51,1,3
5,2,18,12,37,51,1,3
6,2,18,11,37,51,1,3
7,12,5,1,36,51,1,3
6,2,17,12,38,51,1,3
7,1,9,12,37,51,1,3
6,2,7,12,36,51,1,3
18,10,6,1,36,51,1,3
7,11,6,1,35,51,1,3
17,12,5,1,38,51,1,3
18,11,5,1,37,51,1,3
7,10,7,1,35,51,1,3
7,1,17,10,37,51,1,3
5,1,7,12,36,51,1,3
7,12,6,2,36,51,1,3
7,1,18,9,36,51,1,3
16,11,7,1,38,51,1,3
5,1,18,11,37,51,1,3
18,11,6,2,37,51,1,3
9,12,7,1,37,51,1,3
17,10,6,1,36,50,1,3
6,2,8,12,36,50,1,3
17,11,6,2,37,50,1,3
8,10,7,1,35,50,1,3
18,11,5,2,36,50,1,3
7,1,18,8,36,50,1,3
9,12,6,1,36,50,1,3
7,1,16,10,37,50,1,3
6,2,7,11,35,50,1,3
7,11,6,2,35,50,1,3
16,10,7,1,37,50,1,3
3,1,18,12,38,50,1,3
5,1,7,11,35,50,1,3
4,1,7,12,36,50,1,3
18,11,4,1,37,50,1,3
4,1,17,12,38,50,1,3
7,1,18,14,41,50,1,3
5,1,17,11,37,50,1,3
6,1,18,9,35,50,1,3
7,1,15,11,38,50,1,3
6,1,17,10,36,50,1,3
8,11,6,1,35,50,1,3
6,1,16,11,37,50,1,3
7,1,8,10,35,50,1,3
